Sprs_0001	len=368	ExpAA=88.22	First60=0.00	PredHel=4	Topology=i85-107o117-134i190-212o250-272i
Sprs_2874	len=516	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2875	len=218	ExpAA=0.78	First60=0.78	PredHel=0	Topology=o
Sprs_2876	len=549	ExpAA=86.15	First60=0.00	PredHel=4	Topology=i90-112o127-149i241-263o278-300i
Sprs_2877	len=83	ExpAA=1.21	First60=1.06	PredHel=0	Topology=o
Sprs_2878	len=195	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2879	len=495	ExpAA=19.34	First60=16.28	PredHel=0	Topology=o
Sprs_2880	len=339	ExpAA=21.49	First60=10.17	PredHel=0	Topology=o
Sprs_2881	len=110	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2882	len=449	ExpAA=22.65	First60=4.00	PredHel=1	Topology=i174-196o
Sprs_2883	len=240	ExpAA=19.39	First60=19.39	PredHel=1	Topology=i7-29o
Sprs_2884	len=176	ExpAA=22.91	First60=0.00	PredHel=1	Topology=i152-174o
Sprs_2885	len=474	ExpAA=0.55	First60=0.00	PredHel=0	Topology=o
Sprs_2886	len=534	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_2887	len=1754	ExpAA=8.77	First60=0.00	PredHel=0	Topology=o
Sprs_2888	len=173	ExpAA=20.06	First60=0.03	PredHel=1	Topology=o71-93i
Sprs_2889	len=773	ExpAA=2.47	First60=0.00	PredHel=0	Topology=o
Sprs_2890	len=576	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_2891	len=160	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2892	len=289	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_2893	len=526	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2894	len=863	ExpAA=15.80	First60=14.60	PredHel=0	Topology=o
Sprs_2895	len=157	ExpAA=30.58	First60=30.54	PredHel=0	Topology=o
Sprs_2896	len=412	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2897	len=530	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
Sprs_2898	len=566	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_2899	len=190	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_2900	len=913	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2901	len=500	ExpAA=174.73	First60=4.11	PredHel=8	Topology=i91-110o125-147i160-182o192-214i227-249o295-317i329-346o350-369i
Sprs_2902	len=1862	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_2903	len=630	ExpAA=22.61	First60=22.49	PredHel=1	Topology=i13-35o
Sprs_2904	len=284	ExpAA=0.26	First60=0.04	PredHel=0	Topology=o
Sprs_2905	len=291	ExpAA=30.36	First60=0.00	PredHel=1	Topology=o270-289i
Sprs_2906	len=367	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2907	len=255	ExpAA=2.54	First60=0.00	PredHel=0	Topology=o
Sprs_2908	len=1048	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_2909	len=799	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2910	len=493	ExpAA=15.05	First60=14.92	PredHel=0	Topology=o
Sprs_2911	len=453	ExpAA=2.95	First60=0.00	PredHel=0	Topology=o
Sprs_2912	len=181	ExpAA=43.30	First60=0.00	PredHel=2	Topology=i86-108o128-150i
Sprs_2913	len=486	ExpAA=0.60	First60=0.00	PredHel=0	Topology=o
Sprs_2914	len=377	ExpAA=0.43	First60=0.00	PredHel=0	Topology=o
Sprs_2915	len=218	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2916	len=242	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_2917	len=72	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_2918	len=720	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_2919	len=368	ExpAA=31.31	First60=5.75	PredHel=0	Topology=o
Sprs_2920	len=470	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2921	len=503	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_2922	len=274	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2923	len=132	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2924	len=501	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_2925	len=1489	ExpAA=275.29	First60=0.00	PredHel=12	Topology=o269-291i409-431o692-714i778-800o805-827i908-930o934-956i1019-1038o1282-1304i1311-1333o1390-1412i1425-1447o
Sprs_2926	len=265	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2927	len=727	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2928	len=338	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_2929	len=380	ExpAA=0.12	First60=0.04	PredHel=0	Topology=o
Sprs_2930	len=206	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2931	len=1205	ExpAA=4.26	First60=0.00	PredHel=0	Topology=o
Sprs_2932	len=1114	ExpAA=0.06	First60=0.03	PredHel=0	Topology=o
Sprs_2933	len=1483	ExpAA=180.37	First60=12.47	PredHel=8	Topology=o20-42i298-320o488-510i584-606o616-638i697-716o721-743i756-778o
Sprs_2934	len=300	ExpAA=92.55	First60=0.40	PredHel=4	Topology=i63-85o152-174i181-203o245-267i
Sprs_2935	len=158	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_2936	len=887	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
Sprs_2937	len=767	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Sprs_2938	len=1485	ExpAA=206.62	First60=0.00	PredHel=3	Topology=i405-427o466-488i495-517o
Sprs_2939	len=665	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2940	len=293	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2941	len=674	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2942	len=686	ExpAA=28.19	First60=18.09	PredHel=1	Topology=i13-35o
Sprs_2943	len=702	ExpAA=64.70	First60=0.00	PredHel=3	Topology=i99-121o207-224i231-253o
Sprs_2944	len=277	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_2945	len=1045	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Sprs_2946	len=97	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2947	len=434	ExpAA=2.22	First60=0.00	PredHel=0	Topology=o
Sprs_2948	len=1099	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Sprs_2949	len=950	ExpAA=2.07	First60=0.00	PredHel=0	Topology=o
Sprs_2950	len=469	ExpAA=5.03	First60=5.02	PredHel=0	Topology=o
Sprs_2951	len=366	ExpAA=1.30	First60=0.41	PredHel=0	Topology=o
Sprs_2952	len=1149	ExpAA=1.78	First60=0.02	PredHel=0	Topology=o
Sprs_2953	len=201	ExpAA=20.59	First60=0.59	PredHel=1	Topology=o178-200i
Sprs_2954	len=591	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2955	len=277	ExpAA=3.98	First60=3.87	PredHel=0	Topology=o
Sprs_2956	len=1121	ExpAA=10.60	First60=0.00	PredHel=0	Topology=o
Sprs_2957	len=298	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_2958	len=345	ExpAA=0.05	First60=0.04	PredHel=0	Topology=o
Sprs_2959	len=473	ExpAA=1.46	First60=0.00	PredHel=0	Topology=o
Sprs_2960	len=533	ExpAA=239.03	First60=0.52	PredHel=10	Topology=i130-152o156-178i191-213o228-247i299-321o331-353i365-387o392-414i421-443o453-470i
Sprs_2961	len=1107	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Sprs_2962	len=407	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_2963	len=761	ExpAA=120.41	First60=10.50	PredHel=5	Topology=o74-96i615-637o657-676i688-710o730-752i
Sprs_2964	len=1375	ExpAA=0.84	First60=0.10	PredHel=0	Topology=o
Sprs_2965	len=1887	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_2966	len=751	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_2967	len=191	ExpAA=0.50	First60=0.49	PredHel=0	Topology=o
Sprs_2968	len=311	ExpAA=0.12	First60=0.05	PredHel=0	Topology=o
Sprs_2969	len=648	ExpAA=26.50	First60=0.25	PredHel=1	Topology=o608-630i
Sprs_2970	len=494	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2971	len=101	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2972	len=131	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2973	len=2386	ExpAA=2.19	First60=0.00	PredHel=0	Topology=o
Sprs_2974	len=465	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Sprs_2975	len=272	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2976	len=586	ExpAA=190.98	First60=0.02	PredHel=8	Topology=i249-271o281-303i364-386o401-420i429-448o458-480i493-515o525-547i
Sprs_2977	len=383	ExpAA=1.90	First60=0.00	PredHel=0	Topology=o
Sprs_2978	len=447	ExpAA=153.85	First60=40.98	PredHel=7	Topology=i12-34o39-61i66-88o117-139i160-182o215-237i304-326o
Sprs_2979	len=542	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_2980	len=1117	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Sprs_2981	len=665	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2982	len=173	ExpAA=0.21	First60=0.00	PredHel=0	Topology=o
Sprs_2983	len=731	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_2984	len=395	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_2985	len=856	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2986	len=232	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_2987	len=87	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2988	len=367	ExpAA=19.80	First60=0.00	PredHel=1	Topology=i65-87o
Sprs_2989	len=242	ExpAA=24.44	First60=0.00	PredHel=0	Topology=o
Sprs_2990	len=386	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Sprs_2991	len=356	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2992	len=1617	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_2993	len=1534	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_2994	len=468	ExpAA=1.50	First60=0.00	PredHel=0	Topology=o
Sprs_2995	len=1448	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_2996	len=316	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_2997	len=441	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_2998	len=775	ExpAA=8.41	First60=8.40	PredHel=0	Topology=o
Sprs_2999	len=1664	ExpAA=19.60	First60=19.57	PredHel=1	Topology=i7-29o
Sprs_3000	len=866	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3001	len=501	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3002	len=456	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3003	len=901	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3004	len=202	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3005	len=357	ExpAA=129.99	First60=0.00	PredHel=6	Topology=i78-100o120-139i160-179o222-244i257-279o309-331i
Sprs_3006	len=1115	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3007	len=222	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3008	len=142	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3009	len=136	ExpAA=3.26	First60=1.83	PredHel=0	Topology=o
Sprs_3010	len=161	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_3011	len=1018	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3012	len=1238	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3013	len=595	ExpAA=1.31	First60=1.30	PredHel=0	Topology=o
Sprs_3014	len=61	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Sprs_3015	len=234	ExpAA=0.22	First60=0.22	PredHel=0	Topology=o
Sprs_3016	len=533	ExpAA=183.83	First60=0.00	PredHel=8	Topology=o101-123i162-184o204-223i236-258o314-336i357-379o389-406i473-495o
Sprs_3017	len=792	ExpAA=16.47	First60=0.00	PredHel=0	Topology=o
Sprs_3018	len=430	ExpAA=0.15	First60=0.03	PredHel=0	Topology=o
Sprs_3019	len=1017	ExpAA=2.16	First60=0.00	PredHel=0	Topology=o
Sprs_3020	len=158	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3021	len=1121	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3022	len=1053	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3023	len=240	ExpAA=21.43	First60=0.00	PredHel=1	Topology=o217-239i
Sprs_3024	len=786	ExpAA=0.18	First60=0.01	PredHel=0	Topology=o
Sprs_3025	len=116	ExpAA=0.08	First60=0.08	PredHel=0	Topology=o
Sprs_3026	len=392	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3027	len=534	ExpAA=4.51	First60=0.04	PredHel=0	Topology=o
Sprs_3028	len=561	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3029	len=120	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3030	len=4209	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3031	len=688	ExpAA=58.72	First60=22.68	PredHel=2	Topology=i12-34o358-380i
Sprs_3032	len=343	ExpAA=71.91	First60=15.06	PredHel=3	Topology=o4-26i79-101o121-143i
Sprs_3033	len=564	ExpAA=0.26	First60=0.03	PredHel=0	Topology=o
Sprs_3034	len=446	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3035	len=390	ExpAA=59.23	First60=18.77	PredHel=0	Topology=o
Sprs_3036	len=414	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3037	len=756	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3038	len=578	ExpAA=242.48	First60=22.39	PredHel=11	Topology=o29-51i108-130o134-156i168-190o200-222i291-310o325-347i354-373o399-421i434-456o466-485i
Sprs_3039	len=355	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3040	len=1035	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_3041	len=560	ExpAA=0.09	First60=0.03	PredHel=0	Topology=o
Sprs_3042	len=309	ExpAA=1.17	First60=1.16	PredHel=0	Topology=o
Sprs_3043	len=948	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Sprs_3044	len=637	ExpAA=0.05	First60=0.01	PredHel=0	Topology=o
Sprs_3045	len=612	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3046	len=106	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_3047	len=878	ExpAA=0.68	First60=0.00	PredHel=0	Topology=o
Sprs_3048	len=1485	ExpAA=1.21	First60=0.00	PredHel=0	Topology=o
Sprs_3049	len=331	ExpAA=0.23	First60=0.20	PredHel=0	Topology=o
Sprs_3050	len=667	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3051	len=526	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3052	len=801	ExpAA=21.92	First60=0.00	PredHel=1	Topology=i80-102o
Sprs_3053	len=1338	ExpAA=24.76	First60=22.83	PredHel=1	Topology=i35-57o
Sprs_3054	len=298	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3055	len=409	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Sprs_3056	len=867	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_3057	len=706	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3058	len=524	ExpAA=3.41	First60=0.11	PredHel=0	Topology=o
Sprs_3059	len=1057	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3060	len=864	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3061	len=829	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Sprs_3062	len=529	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Sprs_3063	len=1278	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3064	len=768	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3065	len=444	ExpAA=44.39	First60=0.00	PredHel=2	Topology=i226-248o337-359i
Sprs_3066	len=82	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3067	len=1015	ExpAA=184.02	First60=0.00	PredHel=9	Topology=i397-419o429-448i678-700o705-724i745-767o771-793i800-822o827-844i982-1001o
Sprs_3068	len=389	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3069	len=1570	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_3070	len=302	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3071	len=962	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_3072	len=373	ExpAA=11.29	First60=0.05	PredHel=0	Topology=o
Sprs_3073	len=787	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3074	len=570	ExpAA=21.08	First60=17.23	PredHel=1	Topology=i44-66o
Sprs_3075	len=633	ExpAA=0.41	First60=0.03	PredHel=0	Topology=o
Sprs_3076	len=275	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3077	len=315	ExpAA=21.62	First60=18.71	PredHel=1	Topology=i42-64o
Sprs_3078	len=254	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3079	len=770	ExpAA=212.67	First60=5.55	PredHel=9	Topology=i139-161o166-183i190-212o235-257i278-300o602-624i645-662o667-689i724-746o
Sprs_3080	len=490	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3081	len=380	ExpAA=58.15	First60=10.15	PredHel=2	Topology=i53-75o79-98i
Sprs_3082	len=1182	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_3083	len=369	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3084	len=181	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_3085	len=540	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Sprs_3086	len=484	ExpAA=4.80	First60=1.95	PredHel=0	Topology=o
Sprs_3087	len=710	ExpAA=295.19	First60=0.00	PredHel=13	Topology=i85-107o153-175i182-204o243-265i272-294o309-331i338-360o380-402i415-437o447-464i471-493o506-528i590-607o
Sprs_3088	len=683	ExpAA=235.17	First60=14.69	PredHel=11	Topology=i34-53o68-90i131-153o163-185i198-220o240-262i383-405o434-456i477-494o504-526i658-680o
Sprs_3089	len=449	ExpAA=22.36	First60=22.34	PredHel=1	Topology=i7-29o
Sprs_3090	len=1243	ExpAA=0.91	First60=0.90	PredHel=0	Topology=o
Sprs_3091	len=570	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_3092	len=564	ExpAA=2.07	First60=0.00	PredHel=0	Topology=o
Sprs_3093	len=422	ExpAA=217.74	First60=1.21	PredHel=10	Topology=o61-80i102-121o131-149i156-178o193-215i220-242o262-284i293-315o330-352i373-395o
Sprs_3094	len=628	ExpAA=27.88	First60=0.00	PredHel=0	Topology=o
Sprs_3095	len=404	ExpAA=0.11	First60=0.03	PredHel=0	Topology=o
Sprs_3096	len=438	ExpAA=0.10	First60=0.03	PredHel=0	Topology=o
Sprs_3097	len=684	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Sprs_3098	len=608	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3099	len=543	ExpAA=256.35	First60=23.55	PredHel=11	Topology=i21-43o66-88i93-115o120-142i155-177o187-209i277-299o319-341i348-370o390-412i451-473o
Sprs_3100	len=569	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3101	len=511	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Sprs_3102	len=402	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3103	len=302	ExpAA=11.70	First60=10.55	PredHel=0	Topology=o
Sprs_3104	len=1184	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3105	len=522	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3106	len=578	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3107	len=295	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_3108	len=304	ExpAA=1.78	First60=1.77	PredHel=0	Topology=o
Sprs_3109	len=395	ExpAA=0.15	First60=0.04	PredHel=0	Topology=o
Sprs_3110	len=938	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3111	len=170	ExpAA=17.24	First60=0.00	PredHel=1	Topology=i98-115o
Sprs_3112	len=292	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3113	len=508	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_3114	len=1089	ExpAA=2.07	First60=0.00	PredHel=0	Topology=o
Sprs_3115	len=672	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3116	len=976	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3117	len=705	ExpAA=215.46	First60=0.00	PredHel=9	Topology=i218-240o255-277i284-306o343-365i386-408o513-535i556-575o590-612i676-695o
Sprs_3118	len=643	ExpAA=2.35	First60=2.33	PredHel=0	Topology=o
Sprs_3119	len=557	ExpAA=252.88	First60=0.00	PredHel=12	Topology=i108-130o145-167i174-193o199-221i233-255o265-287i345-367o372-394i415-437o442-464i471-493o508-530i
Sprs_3120	len=767	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Sprs_3121	len=583	ExpAA=13.42	First60=0.00	PredHel=0	Topology=o
Sprs_3122	len=212	ExpAA=9.02	First60=1.39	PredHel=0	Topology=o
Sprs_3123	len=647	ExpAA=42.96	First60=0.00	PredHel=2	Topology=i205-227o242-264i
Sprs_3124	len=333	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3125	len=1260	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_3126	len=561	ExpAA=0.21	First60=0.00	PredHel=0	Topology=o
Sprs_3127	len=193	ExpAA=30.03	First60=0.01	PredHel=1	Topology=o91-113i
Sprs_3128	len=2062	ExpAA=10.77	First60=0.00	PredHel=0	Topology=o
Sprs_3129	len=747	ExpAA=37.40	First60=2.93	PredHel=2	Topology=o58-77i97-119o
Sprs_3130	len=1421	ExpAA=30.64	First60=0.00	PredHel=0	Topology=o
Sprs_3131	len=264	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_3132	len=543	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_3133	len=842	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3134	len=586	ExpAA=1.45	First60=0.00	PredHel=0	Topology=o
Sprs_3135	len=971	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3136	len=654	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
Sprs_3137	len=355	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3138	len=859	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3139	len=682	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3140	len=891	ExpAA=22.68	First60=0.00	PredHel=1	Topology=i217-239o
Sprs_3141	len=1165	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3142	len=515	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_3143	len=275	ExpAA=57.88	First60=16.27	PredHel=3	Topology=o47-66i154-176o180-202i
Sprs_3144	len=1030	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3145	len=572	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3146	len=107	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3147	len=231	ExpAA=23.26	First60=4.66	PredHel=1	Topology=i206-228o
Sprs_3148	len=469	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3149	len=451	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3150	len=710	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3151	len=467	ExpAA=0.53	First60=0.00	PredHel=0	Topology=o
Sprs_3152	len=1184	ExpAA=21.21	First60=20.61	PredHel=1	Topology=i17-39o
Sprs_3153	len=548	ExpAA=0.30	First60=0.07	PredHel=0	Topology=o
Sprs_3154	len=955	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3155	len=360	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_3156	len=93	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
Sprs_3157	len=261	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Sprs_3158	len=324	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3159	len=546	ExpAA=3.52	First60=0.27	PredHel=0	Topology=o
Sprs_3160	len=498	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_3161	len=274	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3162	len=715	ExpAA=192.35	First60=0.00	PredHel=9	Topology=i156-178o193-215i222-244o259-281i522-544o559-581i621-643o663-685i692-714o
Sprs_3163	len=226	ExpAA=2.72	First60=2.07	PredHel=0	Topology=o
Sprs_3164	len=865	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_3165	len=537	ExpAA=10.78	First60=10.78	PredHel=0	Topology=o
Sprs_3166	len=722	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3167	len=532	ExpAA=18.94	First60=18.93	PredHel=1	Topology=i12-34o
Sprs_3168	len=597	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
Sprs_3169	len=1014	ExpAA=22.00	First60=21.55	PredHel=1	Topology=i31-53o
Sprs_3170	len=507	ExpAA=230.58	First60=2.96	PredHel=11	Topology=o59-81i94-111o116-138i145-167o182-204i216-235o272-289i309-326o337-356i385-407o449-471i
Sprs_3171	len=322	ExpAA=19.78	First60=19.69	PredHel=1	Topology=i7-26o
Sprs_3172	len=209	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3173	len=130	ExpAA=1.22	First60=0.67	PredHel=0	Topology=i
Sprs_3174	len=661	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3175	len=758	ExpAA=0.38	First60=0.00	PredHel=0	Topology=o
Sprs_3176	len=829	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3177	len=389	ExpAA=89.86	First60=0.00	PredHel=4	Topology=i159-181o201-223i244-266o276-298i
Sprs_3178	len=1645	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_3179	len=636	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
