Usma_0001	len=209	ExpAA=18.77	First60=15.39	PredHel=1	Topology=i45-67o
Usma_2824	len=239	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
Usma_2825	len=595	ExpAA=182.98	First60=20.07	PredHel=8	Topology=o34-51i98-120o135-157i177-199o214-231i244-263o273-290i415-437o
Usma_2826	len=192	ExpAA=62.80	First60=39.65	PredHel=3	Topology=i7-29o44-63i104-126o
Usma_2827	len=742	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2828	len=580	ExpAA=76.82	First60=14.52	PredHel=4	Topology=i12-29o440-459i480-502o538-557i
Usma_2829	len=439	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_2830	len=793	ExpAA=15.69	First60=15.64	PredHel=0	Topology=o
Usma_2831	len=204	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_2832	len=169	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2833	len=527	ExpAA=0.43	First60=0.00	PredHel=0	Topology=o
Usma_2834	len=951	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_2835	len=630	ExpAA=0.27	First60=0.00	PredHel=0	Topology=o
Usma_2836	len=827	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2837	len=554	ExpAA=0.32	First60=0.00	PredHel=0	Topology=o
Usma_2838	len=313	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2839	len=165	ExpAA=0.19	First60=0.19	PredHel=0	Topology=o
Usma_2840	len=206	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2841	len=862	ExpAA=23.91	First60=1.06	PredHel=1	Topology=o670-692i
Usma_2842	len=227	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usma_2843	len=175	ExpAA=0.15	First60=0.04	PredHel=0	Topology=o
Usma_2844	len=192	ExpAA=0.13	First60=0.04	PredHel=0	Topology=o
Usma_2845	len=236	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
Usma_2846	len=477	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2847	len=174	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2848	len=164	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2849	len=304	ExpAA=0.26	First60=0.00	PredHel=0	Topology=o
Usma_2850	len=1381	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2851	len=375	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2852	len=588	ExpAA=0.84	First60=0.00	PredHel=0	Topology=o
Usma_2853	len=1293	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_2854	len=1102	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_2855	len=627	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2856	len=374	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2857	len=316	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2858	len=173	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_2859	len=2077	ExpAA=56.92	First60=0.00	PredHel=0	Topology=o
Usma_2860	len=406	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_2861	len=854	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_2862	len=275	ExpAA=8.21	First60=7.86	PredHel=0	Topology=o
Usma_2863	len=1814	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2864	len=571	ExpAA=0.04	First60=0.02	PredHel=0	Topology=o
Usma_2865	len=614	ExpAA=260.72	First60=34.52	PredHel=12	Topology=i9-31o41-63i104-126o141-163i176-198o213-235i378-400o415-437i449-468o481-503i523-545o569-591i
Usma_2866	len=973	ExpAA=36.30	First60=2.96	PredHel=1	Topology=o636-658i
Usma_2867	len=889	ExpAA=0.08	First60=0.01	PredHel=0	Topology=o
Usma_2868	len=1287	ExpAA=213.07	First60=0.00	PredHel=10	Topology=i164-181o185-207i535-553o558-580i1084-1106o1111-1133i1163-1185o1189-1208i1215-1237o1247-1269i
Usma_2869	len=131	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usma_2870	len=426	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
Usma_2871	len=512	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2872	len=128	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2873	len=213	ExpAA=0.66	First60=0.00	PredHel=0	Topology=o
Usma_2874	len=416	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
Usma_2875	len=501	ExpAA=0.79	First60=0.78	PredHel=0	Topology=o
Usma_2876	len=482	ExpAA=3.78	First60=0.00	PredHel=0	Topology=o
Usma_2877	len=766	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_2878	len=334	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2879	len=351	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2880	len=1169	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_2881	len=947	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
Usma_2882	len=1137	ExpAA=22.72	First60=15.83	PredHel=0	Topology=o
Usma_2883	len=347	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Usma_2884	len=162	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2885	len=451	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2886	len=574	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Usma_2887	len=227	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2888	len=2220	ExpAA=0.48	First60=0.00	PredHel=0	Topology=o
Usma_2889	len=441	ExpAA=1.57	First60=0.00	PredHel=0	Topology=o
Usma_2890	len=1472	ExpAA=0.48	First60=0.47	PredHel=0	Topology=o
Usma_2891	len=550	ExpAA=83.21	First60=0.01	PredHel=4	Topology=o237-259i313-335o359-381i401-423o
Usma_2892	len=1528	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2893	len=536	ExpAA=244.35	First60=0.00	PredHel=11	Topology=i117-139o143-165i186-208o223-245i252-274o307-329i341-363o383-402i423-445o455-477i489-511o
Usma_2894	len=728	ExpAA=0.48	First60=0.01	PredHel=0	Topology=o
Usma_2895	len=508	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usma_2896	len=1561	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_2897	len=346	ExpAA=0.64	First60=0.00	PredHel=0	Topology=o
Usma_2898	len=956	ExpAA=1.11	First60=0.06	PredHel=0	Topology=o
Usma_2899	len=640	ExpAA=28.27	First60=18.40	PredHel=1	Topology=i7-29o
Usma_2900	len=203	ExpAA=12.10	First60=12.10	PredHel=0	Topology=o
Usma_2901	len=1703	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_2902	len=498	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2903	len=282	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2904	len=338	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2905	len=1266	ExpAA=1.24	First60=0.00	PredHel=0	Topology=o
Usma_2906	len=638	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2907	len=135	ExpAA=3.42	First60=3.41	PredHel=0	Topology=o
Usma_2908	len=230	ExpAA=0.46	First60=0.40	PredHel=0	Topology=o
Usma_2909	len=515	ExpAA=26.43	First60=21.09	PredHel=1	Topology=i13-35o
Usma_2910	len=554	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2911	len=143	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Usma_2912	len=790	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2913	len=172	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Usma_2914	len=213	ExpAA=0.22	First60=0.22	PredHel=0	Topology=o
Usma_2915	len=798	ExpAA=0.33	First60=0.00	PredHel=0	Topology=o
Usma_2916	len=612	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2917	len=1066	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2918	len=221	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Usma_2919	len=306	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_2920	len=415	ExpAA=40.41	First60=18.94	PredHel=2	Topology=o36-58i308-330o
Usma_2921	len=397	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2922	len=568	ExpAA=46.42	First60=1.71	PredHel=2	Topology=o60-82i95-117o
Usma_2923	len=641	ExpAA=263.52	First60=0.01	PredHel=12	Topology=i170-189o199-221i233-255o265-287i299-321o331-353i409-431o446-468i488-510o520-542i549-571o586-608i
Usma_2924	len=342	ExpAA=0.08	First60=0.07	PredHel=0	Topology=o
Usma_2925	len=337	ExpAA=0.08	First60=0.07	PredHel=0	Topology=o
Usma_2926	len=464	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2927	len=1566	ExpAA=0.07	First60=0.02	PredHel=0	Topology=o
Usma_2928	len=214	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
Usma_2929	len=395	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2930	len=1095	ExpAA=29.16	First60=18.96	PredHel=1	Topology=i42-59o
Usma_2931	len=90	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usma_2932	len=636	ExpAA=45.82	First60=0.00	PredHel=2	Topology=o442-464i476-498o
Usma_2933	len=475	ExpAA=20.07	First60=0.30	PredHel=1	Topology=o449-468i
Usma_2934	len=972	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2935	len=866	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2936	len=453	ExpAA=0.79	First60=0.23	PredHel=0	Topology=o
Usma_2937	len=66	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usma_2938	len=471	ExpAA=234.70	First60=37.23	PredHel=10	Topology=i12-34o49-71i78-95o105-127i140-162o172-194i230-247o262-281i293-312o401-423i
Usma_2939	len=285	ExpAA=1.97	First60=0.01	PredHel=0	Topology=o
Usma_2940	len=224	ExpAA=7.82	First60=7.80	PredHel=0	Topology=o
Usma_2941	len=497	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Usma_2942	len=586	ExpAA=141.78	First60=15.71	PredHel=7	Topology=o24-46i59-81o96-118i123-145o149-171i178-200o210-232i
Usma_2943	len=359	ExpAA=0.16	First60=0.15	PredHel=0	Topology=o
Usma_2944	len=888	ExpAA=238.03	First60=36.62	PredHel=10	Topology=o37-59i121-143o168-185i421-443o468-490i563-585o615-637i642-664o679-701i713-735o
Usma_2945	len=342	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_2946	len=867	ExpAA=0.65	First60=0.00	PredHel=0	Topology=o
Usma_2947	len=1205	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_2948	len=324	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2949	len=134	ExpAA=0.33	First60=0.04	PredHel=0	Topology=o
Usma_2950	len=252	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2951	len=356	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_2952	len=92	ExpAA=0.24	First60=0.01	PredHel=0	Topology=i
Usma_2953	len=1220	ExpAA=221.58	First60=0.00	PredHel=9	Topology=o641-663i676-695o700-722i743-760o764-783i790-812o865-887i1128-1150o1168-1190i
Usma_2954	len=1004	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Usma_2955	len=432	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2956	len=142	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2957	len=307	ExpAA=7.74	First60=7.73	PredHel=0	Topology=o
Usma_2958	len=2319	ExpAA=2.40	First60=0.00	PredHel=0	Topology=o
Usma_2959	len=717	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2960	len=275	ExpAA=0.33	First60=0.00	PredHel=0	Topology=o
Usma_2961	len=1510	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_2962	len=735	ExpAA=6.16	First60=0.00	PredHel=0	Topology=o
Usma_2963	len=595	ExpAA=2.87	First60=2.78	PredHel=0	Topology=o
Usma_2964	len=454	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2965	len=543	ExpAA=19.43	First60=0.00	PredHel=1	Topology=i67-89o
Usma_2966	len=280	ExpAA=1.85	First60=0.01	PredHel=0	Topology=o
Usma_2967	len=429	ExpAA=0.79	First60=0.78	PredHel=0	Topology=o
Usma_2968	len=166	ExpAA=2.31	First60=2.31	PredHel=0	Topology=o
Usma_2969	len=223	ExpAA=15.10	First60=15.10	PredHel=0	Topology=o
Usma_2970	len=197	ExpAA=19.82	First60=19.80	PredHel=1	Topology=i5-27o
Usma_2971	len=166	ExpAA=5.14	First60=5.14	PredHel=0	Topology=o
Usma_2972	len=160	ExpAA=2.13	First60=2.13	PredHel=0	Topology=o
Usma_2973	len=179	ExpAA=0.67	First60=0.67	PredHel=0	Topology=o
Usma_2974	len=208	ExpAA=22.53	First60=22.53	PredHel=1	Topology=i7-29o
Usma_2975	len=152	ExpAA=21.94	First60=0.00	PredHel=1	Topology=i126-148o
Usma_2976	len=502	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2977	len=869	ExpAA=1.27	First60=0.00	PredHel=0	Topology=o
Usma_2978	len=101	ExpAA=44.58	First60=28.82	PredHel=2	Topology=i21-43o53-75i
Usma_2979	len=794	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2980	len=558	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Usma_2981	len=1411	ExpAA=0.32	First60=0.00	PredHel=0	Topology=o
Usma_2982	len=408	ExpAA=58.77	First60=0.00	PredHel=2	Topology=i226-248o258-280i
Usma_2983	len=1562	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2984	len=783	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2985	len=434	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2986	len=738	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2987	len=1336	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_2988	len=375	ExpAA=0.40	First60=0.01	PredHel=0	Topology=o
Usma_2989	len=85	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2990	len=1651	ExpAA=0.20	First60=0.01	PredHel=0	Topology=o
Usma_2991	len=393	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_2992	len=3017	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
Usma_2993	len=708	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usma_2994	len=764	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_2995	len=686	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_2996	len=203	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_2997	len=209	ExpAA=40.93	First60=22.40	PredHel=2	Topology=i7-29o180-199i
Usma_2998	len=582	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_2999	len=438	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3000	len=194	ExpAA=24.54	First60=6.03	PredHel=0	Topology=o
Usma_3001	len=376	ExpAA=0.70	First60=0.69	PredHel=0	Topology=o
Usma_3002	len=493	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_3003	len=553	ExpAA=0.15	First60=0.01	PredHel=0	Topology=o
Usma_3004	len=448	ExpAA=0.08	First60=0.06	PredHel=0	Topology=o
Usma_3005	len=1630	ExpAA=330.04	First60=0.19	PredHel=15	Topology=o79-101i121-143o147-166i179-201o216-238i367-386o423-445i497-519o524-546i608-630o645-667i1060-1082o1112-1134i1190-1212o1291-1313i
Usma_3006	len=1609	ExpAA=137.63	First60=0.00	PredHel=6	Topology=o330-352i365-387o625-647i1170-1192o1202-1224i1231-1253o
Usma_3007	len=574	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_3008	len=426	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3009	len=257	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3010	len=1297	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3011	len=363	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_3012	len=1399	ExpAA=157.84	First60=1.37	PredHel=7	Topology=i60-82o387-406i419-441o492-514i521-543o625-647i752-774o
Usma_3013	len=492	ExpAA=2.70	First60=1.64	PredHel=0	Topology=o
Usma_3014	len=1001	ExpAA=34.23	First60=0.00	PredHel=1	Topology=i242-264o
Usma_3015	len=285	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3016	len=416	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_3017	len=978	ExpAA=200.15	First60=0.00	PredHel=8	Topology=i120-139o144-163i326-348o363-394i724-746o788-810i859-881o901-923i
Usma_3018	len=141	ExpAA=23.55	First60=15.06	PredHel=0	Topology=o
Usma_3019	len=2289	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3020	len=641	ExpAA=30.35	First60=0.22	PredHel=0	Topology=o
Usma_3021	len=171	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3022	len=681	ExpAA=228.49	First60=0.00	PredHel=10	Topology=i221-243o258-280i287-306o377-396i445-467o487-506i527-549o559-581i588-610o625-647i
Usma_3023	len=737	ExpAA=111.38	First60=0.08	PredHel=5	Topology=o451-473i485-507o536-553i574-596o602-624i
Usma_3024	len=1421	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usma_3025	len=605	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usma_3026	len=107	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3027	len=419	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_3028	len=730	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3029	len=367	ExpAA=0.17	First60=0.02	PredHel=0	Topology=o
Usma_3030	len=72	ExpAA=41.84	First60=41.84	PredHel=2	Topology=o5-24i37-59o
Usma_3031	len=646	ExpAA=0.18	First60=0.17	PredHel=0	Topology=o
Usma_3032	len=1178	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
Usma_3033	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3034	len=603	ExpAA=12.37	First60=12.36	PredHel=0	Topology=o
Usma_3035	len=761	ExpAA=283.37	First60=0.00	PredHel=14	Topology=i130-152o167-189i202-224o228-245i257-279o289-311i324-346o356-375i396-418o433-455i462-479o489-511i524-546o600-617i
Usma_3036	len=516	ExpAA=38.65	First60=0.00	PredHel=1	Topology=i225-242o
Usma_3037	len=627	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
Usma_3038	len=101	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Usma_3039	len=996	ExpAA=0.40	First60=0.00	PredHel=0	Topology=o
Usma_3040	len=1009	ExpAA=0.35	First60=0.00	PredHel=0	Topology=o
Usma_3041	len=1152	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3042	len=152	ExpAA=2.15	First60=0.00	PredHel=0	Topology=o
Usma_3043	len=1084	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3044	len=1135	ExpAA=0.83	First60=0.56	PredHel=0	Topology=o
Usma_3045	len=1108	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_3046	len=407	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3047	len=121	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Usma_3048	len=348	ExpAA=0.09	First60=0.05	PredHel=0	Topology=o
Usma_3049	len=271	ExpAA=4.10	First60=4.10	PredHel=0	Topology=o
Usma_3050	len=767	ExpAA=14.28	First60=0.00	PredHel=0	Topology=o
Usma_3051	len=824	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3052	len=568	ExpAA=11.49	First60=0.00	PredHel=0	Topology=o
Usma_3053	len=658	ExpAA=166.40	First60=13.11	PredHel=7	Topology=i330-352o356-378i391-413o433-455i484-506o516-535i613-635o
Usma_3054	len=527	ExpAA=247.71	First60=0.00	PredHel=12	Topology=i86-108o123-145i154-173o178-200i212-234o249-271i319-341o356-378i399-421o426-448i455-477o492-514i
Usma_3055	len=1361	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_3056	len=120	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_3058	len=661	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_3059	len=621	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3060	len=1846	ExpAA=7.61	First60=7.04	PredHel=0	Topology=o
Usma_3061	len=256	ExpAA=34.70	First60=11.95	PredHel=1	Topology=o171-193i
Usma_3062	len=160	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3063	len=390	ExpAA=0.05	First60=0.01	PredHel=0	Topology=o
Usma_3064	len=279	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Usma_3065	len=918	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_3066	len=534	ExpAA=16.16	First60=0.00	PredHel=0	Topology=o
Usma_3067	len=717	ExpAA=330.75	First60=30.73	PredHel=15	Topology=o10-32i53-75o85-107i134-156o161-183i195-217o256-275i288-310o358-380i401-423o428-450i457-479o494-516i592-614o624-646i
Usma_3068	len=849	ExpAA=0.36	First60=0.04	PredHel=0	Topology=o
Usma_3069	len=719	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3070	len=1795	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usma_3071	len=335	ExpAA=147.64	First60=21.95	PredHel=7	Topology=o34-56i63-82o111-133i135-157o167-189i202-221o236-258i
Usma_3072	len=1392	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
Usma_3073	len=954	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_3074	len=196	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3075	len=774	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_3076	len=1772	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3077	len=500	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usma_3078	len=1111	ExpAA=1.51	First60=0.00	PredHel=0	Topology=o
Usma_3079	len=1049	ExpAA=9.16	First60=0.00	PredHel=0	Topology=o
Usma_3080	len=752	ExpAA=29.50	First60=0.00	PredHel=1	Topology=o674-696i
Usma_3081	len=1115	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3082	len=547	ExpAA=36.98	First60=3.58	PredHel=1	Topology=o320-342i
Usma_3083	len=467	ExpAA=17.25	First60=0.00	PredHel=0	Topology=o
Usma_3084	len=215	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3085	len=85	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3086	len=413	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_3087	len=489	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3088	len=142	ExpAA=0.07	First60=0.06	PredHel=0	Topology=o
Usma_3089	len=380	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3090	len=932	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_3091	len=294	ExpAA=25.71	First60=22.21	PredHel=1	Topology=i13-35o
Usma_3092	len=463	ExpAA=32.94	First60=0.00	PredHel=1	Topology=o440-462i
Usma_3093	len=1213	ExpAA=20.36	First60=0.00	PredHel=0	Topology=o
Usma_3094	len=377	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3095	len=484	ExpAA=110.96	First60=0.00	PredHel=5	Topology=i198-220o225-247i260-279o306-328i340-362o
Usma_3096	len=190	ExpAA=52.41	First60=29.79	PredHel=3	Topology=i5-27o47-69i172-189o
Usma_3097	len=605	ExpAA=39.53	First60=0.01	PredHel=1	Topology=o531-553i
Usma_3098	len=486	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3099	len=430	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3100	len=1427	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Usma_3101	len=706	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_3102	len=576	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_3103	len=1098	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3104	len=941	ExpAA=0.28	First60=0.00	PredHel=0	Topology=o
Usma_3105	len=267	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_3106	len=901	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Usma_3107	len=567	ExpAA=17.35	First60=0.00	PredHel=1	Topology=i139-161o
Usma_3108	len=925	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_3109	len=119	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3110	len=120	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_3111	len=527	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usma_3112	len=793	ExpAA=212.65	First60=0.00	PredHel=9	Topology=o356-378i385-407o478-500i532-554o569-591i598-620o630-647i688-710o720-742i
Usma_3113	len=307	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3114	len=350	ExpAA=22.69	First60=0.01	PredHel=1	Topology=o296-318i
Usma_3115	len=510	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3116	len=589	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_3117	len=178	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3118	len=367	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Usma_3119	len=484	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3120	len=610	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3121	len=781	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3122	len=1468	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3123	len=297	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_3124	len=86	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3125	len=183	ExpAA=0.16	First60=0.15	PredHel=0	Topology=o
Usma_3126	len=115	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Usma_3127	len=996	ExpAA=90.65	First60=7.24	PredHel=4	Topology=o51-73i218-240o293-315i328-350o
Usma_3128	len=470	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3129	len=420	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3130	len=519	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_3131	len=1056	ExpAA=198.62	First60=21.74	PredHel=8	Topology=o20-42i102-121o136-156i169-191o206-228i346-368o456-478i485-507o
Usma_3132	len=795	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_3133	len=1096	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3134	len=593	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_3135	len=540	ExpAA=0.64	First60=0.00	PredHel=0	Topology=o
Usma_3136	len=1251	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
