Usho_0001	len=154	ExpAA=21.23	First60=4.72	PredHel=1	Topology=i56-78o
Usho_3257	len=880	ExpAA=0.20	First60=0.02	PredHel=0	Topology=o
Usho_3258	len=442	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Usho_3259	len=486	ExpAA=192.24	First60=23.61	PredHel=8	Topology=o4-26i191-213o217-239i246-268o288-310i323-345o373-395i436-458o
Usho_3260	len=851	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usho_3261	len=217	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3262	len=247	ExpAA=18.03	First60=3.26	PredHel=0	Topology=o
Usho_3263	len=326	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3264	len=86	ExpAA=34.45	First60=34.45	PredHel=2	Topology=o4-22i29-51o
Usho_3265	len=460	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3266	len=330	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3267	len=928	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Usho_3268	len=396	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3269	len=897	ExpAA=147.14	First60=0.00	PredHel=6	Topology=o179-201i544-566o586-608i693-715o833-855i860-882o
Usho_3270	len=122	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3271	len=667	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3272	len=1168	ExpAA=47.06	First60=0.00	PredHel=2	Topology=o1026-1045i1139-1161o
Usho_3273	len=327	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3274	len=199	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3275	len=358	ExpAA=0.04	First60=0.02	PredHel=0	Topology=o
Usho_3276	len=647	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_3277	len=776	ExpAA=59.18	First60=0.00	PredHel=3	Topology=i93-115o152-169i178-197o
Usho_3278	len=566	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3279	len=54	ExpAA=19.29	First60=19.29	PredHel=1	Topology=o28-50i
Usho_3280	len=1566	ExpAA=1.39	First60=0.00	PredHel=0	Topology=o
Usho_3281	len=584	ExpAA=287.63	First60=0.00	PredHel=13	Topology=i68-90o105-124i137-159o163-185i190-212o222-243i263-285o295-314i335-357o367-389i396-418o428-450i532-554o
Usho_3282	len=309	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3283	len=108	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3284	len=382	ExpAA=0.16	First60=0.03	PredHel=0	Topology=o
Usho_3285	len=464	ExpAA=1.68	First60=0.00	PredHel=0	Topology=o
Usho_3286	len=527	ExpAA=19.46	First60=19.45	PredHel=1	Topology=i5-23o
Usho_3287	len=493	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usho_3288	len=124	ExpAA=0.01	First60=0.01	PredHel=0	Topology=i
Usho_3289	len=801	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3290	len=409	ExpAA=0.57	First60=0.52	PredHel=0	Topology=o
Usho_3291	len=739	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3292	len=259	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usho_3293	len=877	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3294	len=216	ExpAA=5.22	First60=0.00	PredHel=0	Topology=o
Usho_3295	len=270	ExpAA=10.27	First60=7.41	PredHel=0	Topology=o
Usho_3296	len=681	ExpAA=0.53	First60=0.00	PredHel=0	Topology=o
Usho_3297	len=1724	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3298	len=403	ExpAA=0.53	First60=0.36	PredHel=0	Topology=o
Usho_3299	len=701	ExpAA=0.75	First60=0.71	PredHel=0	Topology=o
Usho_3300	len=1787	ExpAA=241.29	First60=0.00	PredHel=11	Topology=o1114-1136i1141-1159o1163-1185i1198-1217o1227-1249i1302-1324o1339-1361i1374-1396o1406-1428i1529-1551o1561-1583i
Usho_3301	len=643	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_3302	len=444	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
Usho_3303	len=567	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3304	len=356	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Usho_3305	len=588	ExpAA=1.99	First60=0.00	PredHel=0	Topology=o
Usho_3306	len=1932	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3307	len=349	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usho_3308	len=218	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3309	len=940	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3310	len=1445	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3311	len=886	ExpAA=21.67	First60=0.00	PredHel=1	Topology=i105-127o
Usho_3312	len=586	ExpAA=4.86	First60=2.17	PredHel=0	Topology=o
Usho_3313	len=166	ExpAA=61.03	First60=22.99	PredHel=2	Topology=i13-35o111-133i
Usho_3314	len=891	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3315	len=271	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3316	len=1603	ExpAA=218.85	First60=0.00	PredHel=8	Topology=o308-330i381-403o407-429i491-513o989-1011i1024-1046o1122-1144i1217-1239o
Usho_3317	len=736	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3318	len=329	ExpAA=12.66	First60=12.66	PredHel=0	Topology=o
Usho_3319	len=384	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3320	len=83	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3321	len=210	ExpAA=88.94	First60=22.37	PredHel=4	Topology=i31-53o63-85i98-120o166-188i
Usho_3322	len=512	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_3323	len=134	ExpAA=20.05	First60=0.00	PredHel=1	Topology=i71-88o
Usho_3324	len=642	ExpAA=231.09	First60=0.00	PredHel=9	Topology=i75-97o119-141i148-170o174-196i325-347o362-384i391-413o423-445i487-506o
Usho_3325	len=1716	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3326	len=463	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
Usho_3327	len=605	ExpAA=0.50	First60=0.01	PredHel=0	Topology=o
Usho_3328	len=480	ExpAA=1.69	First60=1.69	PredHel=0	Topology=o
Usho_3329	len=489	ExpAA=220.70	First60=18.45	PredHel=7	Topology=o192-214i254-276o296-318i325-344o354-376i385-407o417-439i
Usho_3330	len=335	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3331	len=316	ExpAA=22.49	First60=0.00	PredHel=1	Topology=i115-137o
Usho_3332	len=1750	ExpAA=85.78	First60=0.00	PredHel=4	Topology=o718-740i753-775o795-817i890-912o
Usho_3333	len=657	ExpAA=0.42	First60=0.00	PredHel=0	Topology=o
Usho_3334	len=2273	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3335	len=343	ExpAA=0.50	First60=0.05	PredHel=0	Topology=o
Usho_3336	len=529	ExpAA=47.63	First60=7.72	PredHel=2	Topology=o293-315i346-363o
Usho_3337	len=212	ExpAA=74.08	First60=10.10	PredHel=3	Topology=i98-120o130-149i162-179o
Usho_3338	len=1776	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3339	len=241	ExpAA=40.36	First60=13.52	PredHel=1	Topology=o206-228i
Usho_3340	len=1074	ExpAA=0.44	First60=0.25	PredHel=0	Topology=o
Usho_3341	len=471	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3342	len=767	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3343	len=1614	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3344	len=1221	ExpAA=0.37	First60=0.00	PredHel=0	Topology=o
Usho_3345	len=190	ExpAA=88.34	First60=33.63	PredHel=4	Topology=i13-35o50-72i79-101o142-164i
Usho_3346	len=1170	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3347	len=569	ExpAA=0.54	First60=0.53	PredHel=0	Topology=o
Usho_3348	len=1213	ExpAA=2.09	First60=0.00	PredHel=0	Topology=o
Usho_3349	len=909	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3350	len=698	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3351	len=714	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3352	len=191	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3353	len=70	ExpAA=22.66	First60=20.63	PredHel=1	Topology=i40-62o
Usho_3354	len=124	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3355	len=1350	ExpAA=38.91	First60=29.54	PredHel=2	Topology=o20-41i53-72o
Usho_3356	len=86	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3357	len=106	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3358	len=609	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3359	len=1887	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3360	len=97	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3361	len=221	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3362	len=180	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3363	len=547	ExpAA=22.05	First60=0.00	PredHel=1	Topology=i171-193o
Usho_3364	len=284	ExpAA=3.50	First60=3.30	PredHel=0	Topology=o
Usho_3365	len=452	ExpAA=1.82	First60=1.81	PredHel=0	Topology=o
Usho_3366	len=1738	ExpAA=22.76	First60=22.75	PredHel=1	Topology=i7-29o
Usho_3367	len=717	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usho_3368	len=622	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3369	len=629	ExpAA=4.65	First60=1.37	PredHel=0	Topology=o
Usho_3370	len=1358	ExpAA=0.60	First60=0.00	PredHel=0	Topology=o
Usho_3371	len=651	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3372	len=423	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3373	len=713	ExpAA=75.00	First60=0.00	PredHel=3	Topology=o541-563i575-597o682-704i
Usho_3374	len=865	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3375	len=875	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usho_3376	len=2101	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3377	len=647	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3378	len=946	ExpAA=0.12	First60=0.05	PredHel=0	Topology=o
Usho_3379	len=313	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3380	len=690	ExpAA=13.61	First60=13.56	PredHel=1	Topology=i5-27o
Usho_3381	len=574	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3382	len=68	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3383	len=171	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3384	len=193	ExpAA=0.57	First60=0.56	PredHel=0	Topology=o
Usho_3385	len=902	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3386	len=1521	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3387	len=131	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usho_3388	len=285	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3389	len=1100	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usho_3390	len=251	ExpAA=59.58	First60=17.85	PredHel=3	Topology=i5-23o68-90i220-242o
Usho_3391	len=1010	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3392	len=396	ExpAA=18.41	First60=0.00	PredHel=0	Topology=o
Usho_3393	len=453	ExpAA=1.53	First60=0.00	PredHel=0	Topology=o
Usho_3394	len=293	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usho_3395	len=996	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3396	len=636	ExpAA=20.54	First60=0.07	PredHel=0	Topology=o
Usho_3397	len=516	ExpAA=3.69	First60=3.68	PredHel=0	Topology=o
Usho_3398	len=647	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3399	len=647	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usho_3400	len=193	ExpAA=0.34	First60=0.34	PredHel=0	Topology=o
Usho_3401	len=1597	ExpAA=144.95	First60=0.00	PredHel=4	Topology=o1045-1067i1311-1333o1368-1390i1429-1451o
Usho_3402	len=926	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3403	len=161	ExpAA=0.39	First60=0.39	PredHel=0	Topology=o
Usho_3404	len=148	ExpAA=1.89	First60=1.88	PredHel=0	Topology=o
Usho_3405	len=139	ExpAA=10.81	First60=10.68	PredHel=0	Topology=o
Usho_3406	len=367	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_3407	len=596	ExpAA=22.47	First60=0.00	PredHel=1	Topology=i107-129o
Usho_3408	len=345	ExpAA=0.38	First60=0.00	PredHel=0	Topology=o
Usho_3409	len=1385	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usho_3410	len=774	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3411	len=1905	ExpAA=1.05	First60=0.00	PredHel=0	Topology=o
Usho_3412	len=543	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3413	len=554	ExpAA=119.24	First60=41.75	PredHel=5	Topology=o5-27i34-56o396-418i431-453o481-503i
Usho_3414	len=237	ExpAA=37.86	First60=14.77	PredHel=2	Topology=o4-21i100-122o
Usho_3415	len=459	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3416	len=200	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3417	len=297	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usho_3418	len=1000	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3419	len=868	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3420	len=353	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3421	len=829	ExpAA=0.13	First60=0.03	PredHel=0	Topology=o
Usho_3422	len=792	ExpAA=0.19	First60=0.16	PredHel=0	Topology=o
Usho_3423	len=1374	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3424	len=609	ExpAA=213.96	First60=0.00	PredHel=7	Topology=i202-224o234-253i311-333o348-370i391-413o417-439i489-511o
Usho_3425	len=361	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3426	len=482	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usho_3427	len=847	ExpAA=17.02	First60=0.00	PredHel=0	Topology=o
Usho_3428	len=1304	ExpAA=0.47	First60=0.01	PredHel=0	Topology=o
Usho_3429	len=504	ExpAA=0.05	First60=0.01	PredHel=0	Topology=o
Usho_3430	len=1086	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3431	len=929	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3432	len=632	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_3433	len=36	ExpAA=0.39	First60=0.39	PredHel=0	Topology=i
Usho_3434	len=745	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3435	len=545	ExpAA=248.60	First60=5.47	PredHel=11	Topology=i51-73o78-100i141-163o173-195i202-224o286-308i337-359o388-410i417-439o481-503i516-536o
Usho_3436	len=705	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3437	len=819	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3438	len=464	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3439	len=1320	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3440	len=620	ExpAA=7.12	First60=2.84	PredHel=0	Topology=o
Usho_3441	len=293	ExpAA=84.75	First60=0.78	PredHel=4	Topology=i62-79o94-116i136-158o259-281i
Usho_3442	len=835	ExpAA=155.73	First60=12.53	PredHel=7	Topology=o49-71i91-113o128-150i163-185o205-227i726-748o768-790i
Usho_3443	len=547	ExpAA=70.66	First60=16.46	PredHel=0	Topology=o
Usho_3444	len=1047	ExpAA=1.01	First60=0.00	PredHel=0	Topology=o
Usho_3445	len=422	ExpAA=21.61	First60=0.00	PredHel=1	Topology=i241-260o
Usho_3446	len=744	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3447	len=209	ExpAA=0.71	First60=0.71	PredHel=0	Topology=o
Usho_3448	len=1236	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usho_3449	len=1380	ExpAA=4.05	First60=0.00	PredHel=0	Topology=o
Usho_3450	len=591	ExpAA=0.15	First60=0.07	PredHel=0	Topology=o
Usho_3451	len=676	ExpAA=0.27	First60=0.00	PredHel=0	Topology=o
Usho_3452	len=884	ExpAA=1.57	First60=0.00	PredHel=0	Topology=o
Usho_3453	len=493	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usho_3454	len=342	ExpAA=0.36	First60=0.36	PredHel=0	Topology=o
Usho_3455	len=150	ExpAA=20.21	First60=0.31	PredHel=1	Topology=i78-100o
Usho_3456	len=458	ExpAA=46.53	First60=18.27	PredHel=2	Topology=o4-21i238-260o
Usho_3457	len=1013	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Usho_3458	len=480	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3459	len=980	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3460	len=862	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usho_3461	len=541	ExpAA=45.78	First60=0.00	PredHel=2	Topology=i128-150o385-404i
Usho_3462	len=783	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usho_3463	len=758	ExpAA=19.63	First60=0.19	PredHel=1	Topology=i68-85o
Usho_3464	len=171	ExpAA=39.42	First60=26.97	PredHel=1	Topology=i12-34o
Usho_3465	len=134	ExpAA=21.77	First60=21.51	PredHel=1	Topology=o15-37i
Usho_3466	len=136	ExpAA=1.69	First60=0.55	PredHel=0	Topology=o
Usho_3467	len=93	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3468	len=163	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Usho_3469	len=212	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3470	len=136	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usho_3471	len=227	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3472	len=562	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3473	len=152	ExpAA=0.08	First60=0.00	PredHel=0	Topology=i
Usho_3474	len=426	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3475	len=120	ExpAA=20.52	First60=0.00	PredHel=1	Topology=i99-118o
Usho_3476	len=318	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3477	len=160	ExpAA=57.28	First60=15.32	PredHel=0	Topology=o
Usho_3478	len=861	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3479	len=565	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usho_3480	len=278	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3481	len=793	ExpAA=0.13	First60=0.01	PredHel=0	Topology=o
Usho_3482	len=359	ExpAA=2.61	First60=2.34	PredHel=0	Topology=o
Usho_3483	len=212	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3484	len=357	ExpAA=5.76	First60=5.58	PredHel=0	Topology=o
Usho_3485	len=123	ExpAA=0.09	First60=0.08	PredHel=0	Topology=o
Usho_3486	len=351	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_3487	len=1656	ExpAA=321.12	First60=0.00	PredHel=13	Topology=i78-100o282-304i325-347o360-382i387-409o414-436i457-479o882-904i1099-1121o1136-1158i1171-1193o1208-1230i1247-1269o
Usho_3488	len=227	ExpAA=0.12	First60=0.10	PredHel=0	Topology=o
Usho_3489	len=197	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3490	len=89	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Usho_3491	len=159	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3492	len=339	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3493	len=438	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3494	len=108	ExpAA=40.55	First60=22.45	PredHel=2	Topology=o32-54i61-79o
Usho_3495	len=768	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3496	len=262	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3497	len=356	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
Usho_3498	len=1635	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usho_3499	len=427	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3500	len=651	ExpAA=21.51	First60=0.00	PredHel=1	Topology=o541-563i
Usho_3501	len=664	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3502	len=309	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3503	len=279	ExpAA=88.82	First60=22.56	PredHel=4	Topology=i5-27o118-137i149-171o191-213i
Usho_3504	len=1233	ExpAA=267.38	First60=0.00	PredHel=10	Topology=i90-112o626-648i773-795o870-892i899-921o950-972i996-1018o1114-1136i1156-1181o1196-1218i
Usho_3505	len=1295	ExpAA=202.57	First60=0.00	PredHel=7	Topology=i183-205o225-247i352-374o403-425i446-468o1077-1099i1111-1133o
Usho_3506	len=1020	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3507	len=1239	ExpAA=1.19	First60=0.32	PredHel=0	Topology=o
Usho_3508	len=100	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3509	len=525	ExpAA=244.18	First60=0.00	PredHel=10	Topology=i112-134o154-176i197-219o234-256i309-331o346-368i375-392o402-424i433-452o462-484i
Usho_3510	len=1310	ExpAA=0.40	First60=0.00	PredHel=0	Topology=o
Usho_3511	len=476	ExpAA=3.11	First60=2.44	PredHel=0	Topology=o
Usho_3512	len=2087	ExpAA=25.13	First60=0.00	PredHel=0	Topology=o
Usho_3513	len=359	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
Usho_3514	len=855	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Usho_3515	len=167	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3516	len=439	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3517	len=175	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3518	len=357	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
Usho_3519	len=437	ExpAA=45.52	First60=22.60	PredHel=2	Topology=i12-34o65-87i
Usho_3520	len=100	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Usho_3521	len=217	ExpAA=22.40	First60=17.79	PredHel=0	Topology=o
Usho_3522	len=1144	ExpAA=241.22	First60=0.00	PredHel=11	Topology=i148-170o312-334i346-368o388-405i418-440o491-513i526-548o580-602i609-631o659-681i688-710o
Usho_3523	len=557	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3524	len=380	ExpAA=0.05	First60=0.04	PredHel=0	Topology=o
Usho_3525	len=655	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
Usho_3526	len=177	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3527	len=315	ExpAA=0.64	First60=0.58	PredHel=0	Topology=o
Usho_3528	len=1046	ExpAA=205.96	First60=0.00	PredHel=7	Topology=i500-522o547-569i581-603o618-637i663-685o711-728i946-968o
Usho_3529	len=252	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3530	len=648	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3531	len=315	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3532	len=777	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usho_3533	len=242	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usho_3534	len=819	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3535	len=346	ExpAA=156.85	First60=16.78	PredHel=7	Topology=o46-68i81-103o113-135i147-169o184-206i219-237o247-269i
Usho_3536	len=623	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3537	len=870	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3538	len=1503	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3539	len=847	ExpAA=33.87	First60=0.85	PredHel=1	Topology=o705-727i
Usho_3540	len=268	ExpAA=3.82	First60=3.82	PredHel=0	Topology=o
Usho_3541	len=330	ExpAA=9.08	First60=0.00	PredHel=0	Topology=o
Usho_3542	len=383	ExpAA=16.96	First60=0.56	PredHel=0	Topology=o
Usho_3543	len=1870	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3544	len=512	ExpAA=258.15	First60=0.19	PredHel=12	Topology=i61-83o103-125i132-151o156-178i191-213o223-245i296-318o333-350i355-377o387-409i421-440o455-477i
Usho_3545	len=524	ExpAA=0.19	First60=0.18	PredHel=0	Topology=o
Usho_3546	len=582	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Usho_3547	len=291	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3548	len=255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3549	len=210	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3550	len=1129	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usho_3551	len=277	ExpAA=12.36	First60=12.28	PredHel=0	Topology=o
Usho_3552	len=1201	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usho_3553	len=567	ExpAA=8.68	First60=0.17	PredHel=0	Topology=o
Usho_3554	len=396	ExpAA=0.51	First60=0.49	PredHel=0	Topology=o
Usho_3555	len=261	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
Usho_3556	len=1193	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usho_3557	len=172	ExpAA=51.44	First60=14.14	PredHel=2	Topology=i50-72o92-114i
Usho_3558	len=964	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Usho_3559	len=642	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3560	len=610	ExpAA=253.79	First60=0.00	PredHel=12	Topology=o99-121i128-150o188-210i223-245o249-268i289-311o331-353i373-395o438-460i462-484o504-526i533-552o
Usho_3561	len=528	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usho_3562	len=815	ExpAA=6.28	First60=1.47	PredHel=0	Topology=o
Usho_3563	len=1315	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usho_3564	len=80	ExpAA=21.70	First60=21.70	PredHel=1	Topology=o32-54i
Usho_3565	len=355	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usho_3566	len=900	ExpAA=2.46	First60=1.78	PredHel=0	Topology=o
Usho_3567	len=371	ExpAA=0.07	First60=0.06	PredHel=0	Topology=o
Usho_3568	len=196	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
